timestamp,step,north_queue,south_queue,east_queue,west_queue,total_queue,action,phase,cleared,inference_ms,phase_change,ram_mb,cpu_percent,cpu_temp
5.821022033691406,1,0.0,0.0,0.0,0.0,0.0,0,N/S,1,8.229585000663064,0,359.3515625,0.0,34.5
10.9486985206604,2,0.0,0.0,2.0,2.0,4.0,0,N/S,3,10.251480001898017,0,359.3515625,10.0,34.5
16.070034742355347,3,0.0,0.0,2.0,2.0,4.0,0,N/S,2,5.763331995694898,0,359.3515625,0.0,34.0
21.192710638046265,4,0.0,0.0,2.0,2.0,4.0,0,N/S,2,5.780793006124441,0,359.3515625,0.0,33.1
28.317895650863647,5,0.0,0.0,2.0,3.0,5.0,1,E/W,4,7.6527380006155,1,359.3515625,0.0,34.0
33.440088987350464,6,1.0,0.0,0.0,1.0,2.0,1,E/W,4,5.715192994102836,0,359.3515625,0.0,33.1
40.562609910964966,7,1.0,0.0,0.0,1.0,2.0,0,N/S,2,5.663762996846344,1,359.3515625,0.0,32.6
45.68870997428894,8,0.0,0.0,2.0,1.0,3.0,0,N/S,3,9.112176005146466,0,359.3515625,0.0,33.1
52.810631275177,9,0.0,0.0,0.0,1.0,1.0,1,E/W,4,5.702778005797882,1,359.3515625,0.0,32.1
59.932746171951294,10,0.0,0.0,0.0,1.0,1.0,0,N/S,4,5.680199006746989,1,359.3515625,0.0,32.1
